Config,Depth,Input,Target,Pred,Correct,Reasoning
L2H16R4,depth5,((((82 - 36) - (33 - 0)) - ((66 - 17) - (92 - 92))) - (((56 + 75) - (12 + 20)) - ((13 - 45) + (39 - 22)))) - ((55 + ((24 + 2) + (70 - 1))) - (((14 + 91) + (95 - 63)) + ((22 - 78) - (4 + 66)))),-289,,,...
L2H16R4,depth5,(((66 - (43 - 21)) - ((80 + 6) - (49 + 66))) + (58 + (4 + (73 + 43)))) + ((((12 + 26) - (23 + 77)) + ((0 - 91) + 54)) - (((91 + 44) - (67 + 20)) + ((28 + 4) + (18 - 72)))),126,,,...
L2H16R4,depth5,83 - ((((22 - 81) + (71 - 97)) + ((80 - 46) + (77 + 42))) + (((72 + 52) + (89 - 10)) - ((12 - 93) - (11 - 34)))),-246,,,...
L2H16R4,depth5,((82 + ((55 - 96) - (49 + 33))) + (((59 + 51) - 91) - ((88 + 13) - (37 + 20)))) - ((((96 + 64) + (60 - 21)) - 80) + (13 - ((63 - 3) + (65 + 90)))),17,,,...
L2H16R4,depth5,(60 + (((87 - 13) + (28 + 91)) - ((45 + 63) - (27 - 60)))) - ((((11 - 93) + 38) - ((20 + 48) - (15 + 80))) + (((38 - 31) - (21 + 40)) + ((70 - 52) + (64 + 11)))),90,,,...
L2H16R4,depth5,((17 - ((60 - 75) - (12 - 24))) - 53) + 1,-32,,,...
L2H16R4,depth5,((((74 + 47) + (4 + 15)) - 5) - (((12 - 23) - (15 - 82)) + ((28 + 62) - (80 + 51)))) + ((((85 - 52) + (53 + 15)) - ((86 + 98) - (3 + 45))) + (((9 + 5) - (12 - 62)) - ((20 + 71) + (61 - 39)))),36,,,...
L2H16R4,depth5,(30 - (((45 + 47) - (66 - 84)) + ((70 - 28) + (49 - 96)))) - ((((11 - 26) + (81 + 88)) - ((52 - 62) + (47 + 66))) + 99),-225,,,...
L2H2R4,depth2,(57 - 32) - (61 - 6),-30,,,...
L2H2R4,depth2,(47 - 8) + (58 - 23),74,,,...
L2H2R4,depth2,(8 - 85) - (66 + 24),-167,,,...
L2H2R4,depth2,(36 + 24) - (99 - 0),-39,,,...
L2H2R4,depth2,(57 + 95) - (39 + 39),74,,,...
L2H2R4,depth2,(58 - 83) - (27 + 31),-83,,,...
L2H2R4,depth2,(3 - 4) + (34 - 37),-4,,,...
L2H2R4,depth2,(10 - 35) + (36 + 10),21,,,...
L2H2R4,depth2,(52 + 48) + 76,176,,,...
L2H2R4,depth2,16 + (83 + 14),113,,,...
L2H4R16,depth5,((((58 - 31) + (29 - 24)) - ((40 - 67) + (42 - 88))) + (((46 + 48) - (55 - 50)) + ((8 + 27) + (10 + 14)))) - ((((23 - 64) - (74 - 44)) + ((57 - 18) - (32 + 33))) - (((71 + 3) + (90 - 76)) + ((38 - 60) - (52 + 53)))),311,,,...
L2H4R16,depth5,((44 - ((51 + 22) + (47 - 24))) - (((81 - 30) + (77 + 83)) + ((81 - 81) - (39 - 63)))) - ((((90 + 47) - 79) + ((95 + 14) + (2 - 72))) - (((33 + 37) + 35) + ((59 + 14) - (34 - 53)))),-187,,,...
L2H4R16,depth5,((((64 - 86) - 12) + ((60 + 88) - (36 + 0))) + 76) + 19,173,,,...
L2H4R16,depth5,((((44 - 97) - 56) + ((82 - 8) - 1)) + 33) - ((((7 - 77) - (2 - 19)) + ((19 - 81) - (51 + 18))) + (((84 + 74) + (19 - 68)) + ((90 - 4) - (96 + 14)))),96,,,...
L2H4R16,depth5,(((28 - (32 + 72)) + ((42 - 62) - (67 + 43))) + (((31 + 8) + 93) - ((50 - 10) - (82 - 99)))) + (((52 - (25 - 19)) + (85 - (66 + 43))) - (((85 + 74) + 29) + ((23 - 30) + (15 - 69)))),-236,,,...
L2H4R16,depth5,((((42 - 1) + (73 - 52)) - 7) - (((97 + 96) + (40 + 44)) + ((26 + 86) + (44 + 48)))) + ((((17 - 1) + (77 + 59)) + ((40 + 85) - (35 - 24))) + (((99 - 51) + 86) + ((72 + 53) - (85 - 4)))),18,,,...
L2H4R16,depth5,((((87 + 78) + (10 - 38)) - ((8 - 31) + (99 - 27))) - (((20 - 79) + (28 + 10)) - ((94 + 10) - (35 + 36)))) + (38 - (((42 - 6) + (54 - 5)) - ((52 - 99) - (60 - 61)))),49,,,...
L2H4R16,depth5,((((44 + 82) + (97 - 59)) + 41) + (((72 + 81) + (98 - 27)) + ((65 - 36) + (32 - 21)))) + ((((95 + 42) + (3 + 66)) + ((69 + 80) - (29 + 6))) + (((78 - 88) - (98 + 68)) - ((49 - 12) - (27 - 47)))),556,,,...
L2H4R16,depth5,(((21 + (50 - 45)) - ((25 + 24) - (86 + 31))) + (((81 - 33) + (34 - 26)) + (58 + (35 + 0)))) - ((((49 + 9) - (30 + 68)) + ((70 - 65) + (92 + 49))) + (((99 - 51) - (56 + 37)) + 78)),104,,,...
L2H4R16,depth5,(((45 - (80 - 30)) + ((17 + 70) + (11 + 77))) + (81 + ((12 + 9) - (67 + 85)))) + ((((36 + 73) + (73 - 9)) + ((26 - 55) + (65 - 77))) + 47),299,,,...
L4H2R32,depth1,60 - 34,26,,,...
L4H2R32,depth1,36 - 4,32,,,...
L4H2R32,depth1,25 + 16,41,,,...
L4H2R32,depth1,86 - 13,73,,,...
L4H2R32,depth1,67 + 9,76,,,...
L4H2R32,depth1,66 + 88,154,,,...
L4H2R32,depth1,91 - 14,77,,,...
L4H2R32,depth1,38 - 82,-44,,,...
L4H2R32,depth1,10 - 82,-72,,,...
L4H2R32,depth1,47 - 56,-9,,,...
L6H2R8,depth5,59 + ((8 - ((56 - 7) - 90)) - (73 + ((24 - 94) - (82 + 85)))),272,,,...
L6H2R8,depth5,75 - (((84 + (30 + 72)) - ((65 + 13) - (89 - 1))) - (((89 + 63) + (18 + 62)) + ((15 + 85) + 94))),305,,,...
L6H2R8,depth5,((((37 + 86) + (93 + 46)) - ((68 - 68) - (77 - 71))) - 77) + (((39 - (47 - 81)) - ((27 - 98) + (43 + 8))) + (((82 + 30) + (8 - 36)) - ((90 + 7) + (35 + 21)))),215,,,...
L6H2R8,depth5,((((90 - 7) - (91 + 73)) + ((4 - 86) + (20 + 14))) - (((42 - 76) - (18 + 95)) + ((86 - 28) + (49 + 27)))) + ((((16 - 6) + (46 - 68)) - ((81 - 73) - (84 - 56))) - ((20 + (34 + 79)) + ((76 + 13) + (54 - 34)))),-350,,,...
L6H2R8,depth5,((((54 + 60) - (19 + 82)) + ((49 + 89) - (31 - 50))) - (((83 + 25) - (11 + 45)) - ((0 + 72) - (29 + 59)))) - ((((42 + 27) + (95 + 78)) + ((66 - 80) + (33 - 19))) - (((17 + 82) - (6 - 82)) + ((95 + 57) + (68 - 67)))),188,,,...
L6H2R8,depth5,(68 - (((76 + 77) - (7 - 37)) - ((11 - 43) + (95 - 91)))) - (((68 - (60 - 20)) - ((2 + 3) - 88)) + 82),-336,,,...
L6H2R8,depth5,((65 + ((65 - 76) - (73 + 63))) + (((83 + 16) + 79) + (27 - (10 + 50)))) + 51,114,,,...
L6H2R8,depth5,((((60 - 20) + (10 + 47)) + ((46 + 62) + (60 + 82))) - (((34 - 26) - (13 + 49)) - ((11 + 30) + 96))) - ((((17 + 5) + (11 - 40)) - ((63 - 80) + (86 + 19))) - (30 + ((91 + 77) - (37 + 30)))),764,,,...
L6H2R8,depth5,((((64 + 59) - (76 + 99)) + 91) - 87) - ((((63 - 26) + (24 - 24)) + ((25 + 13) + (48 - 6))) - (((34 - 20) - (39 - 24)) - ((27 - 82) - (2 + 72)))),-37,,,...
L6H2R8,depth5,((((13 + 67) - (56 - 58)) + 56) + (34 + ((61 - 16) - (92 + 65)))) + ((((70 + 76) - (77 + 53)) - ((0 + 72) - (29 + 36))) - (((42 - 11) - (28 + 56)) - (66 - (97 + 64)))),27,,,...
L2H8R16,max,99,99,,,...
L2H8R16,max,37 + (17 + (((84 - 77) + (56 - 51)) + (6 + (18 + 36)))),126,,,...
L2H8R16,max,(97 - ((52 + (89 - 72)) - 58)) + ((((99 + 34) - (11 + 56)) + 56) - 77),131,,,...
L2H8R16,max,(((80 - 3) + (45 + (35 - 19))) + ((24 - (1 + 73)) - ((33 - 33) - (10 - 17)))) - (58 - (13 - (69 + (77 + 36)))),-146,,,...
L2H8R16,max,52,52,,,...
L2H8R16,max,(((31 - (29 + 33)) + ((57 - 61) + 57)) - ((98 - (76 + 8)) + ((59 + 21) - (22 + 98)))) + ((30 + 48) + (84 + ((85 - 88) - (28 + 75)))),104,,,...
L2H8R16,max,((((19 + 71) - (27 + 46)) - ((64 - 77) + (23 + 98))) - 6) + ((((33 + 18) - (66 - 47)) - ((14 + 6) + (27 - 39))) - ((86 + 21) + ((15 + 35) + 55))),-285,,,...
L2H8R16,max,((66 - (40 - 1)) - ((38 - (59 - 12)) + 5)) + ((((0 + 8) - 42) + (75 + (41 - 28))) - (((84 + 41) + 79) + 51)),-170,,,...
L2H8R16,max,66,66,,,...
L2H8R16,max,(24 - ((42 - (12 - 4)) + ((50 - 27) + 21))) + ((((93 + 86) - (1 + 26)) - 2) - ((63 + 17) - ((85 + 2) + (86 + 24)))),213,,,...
L2H8R4,depth1,76 + 95,171,,,...
L2H8R4,depth1,62 - 52,10,,,...
L2H8R4,depth1,49 + 78,127,,,...
L2H8R4,depth1,91 + 84,175,,,...
L2H8R4,depth1,78 - 42,36,,,...
L2H8R4,depth1,70 - 81,-11,,,...
L2H8R4,depth1,94 + 11,105,,,...
L2H8R4,depth1,82 + 47,129,,,...
L2H8R4,depth1,2 + 37,39,,,...
L2H8R4,depth1,22 + 64,86,,,...
L4H16R8,depth5,((((6 + 51) - (89 - 73)) + ((21 - 23) - (49 - 98))) + (((78 + 92) + (29 - 72)) + ((58 + 95) - (18 + 97)))) + ((((70 - 86) + (8 - 33)) + ((50 + 23) + (92 - 88))) + (((73 - 96) + (69 + 18)) + ((28 - 1) + (52 - 74)))),358,,,...
L4H16R8,depth5,((((65 - 98) + (16 - 11)) - ((44 - 89) + (2 - 30))) + (((9 - 38) + (21 + 35)) - ((23 + 56) - (3 + 77)))) - ((((42 + 20) - (51 + 15)) + ((75 + 12) + (34 - 98))) + (((62 + 67) + (35 + 25)) + ((19 - 55) + (9 + 60)))),-168,,,...
L4H16R8,depth5,((73 - ((67 - 59) - (96 - 21))) - (((87 + 11) - (53 + 62)) - ((2 - 86) - (76 + 81)))) + ((((83 - 93) - (21 - 96)) + ((87 - 44) - (35 - 20))) - (((35 - 22) + (81 - 63)) + ((91 - 18) + (61 + 70)))),-226,,,...
L4H16R8,depth5,((((78 + 12) + (93 - 0)) + ((45 - 37) - (61 - 40))) + (((60 + 97) - (40 - 25)) + ((37 + 45) + (82 - 19)))) - ((((18 + 40) + (57 + 25)) + ((2 - 96) + (46 - 6))) + 44),327,,,...
L4H16R8,depth5,((((70 - 80) + (50 + 57)) + ((6 + 58) + (15 + 19))) + (((32 + 12) - (8 + 74)) + ((26 - 14) - (77 - 90)))) + ((((9 - 17) - 96) - 72) - (((94 + 61) + (22 + 38)) + ((51 + 75) + 0))),-335,,,...
L4H16R8,depth5,(63 + (((11 - 49) + (57 - 85)) - ((53 - 87) + (54 + 96)))) + ((((19 + 68) - (24 + 67)) - ((20 - 2) + (81 - 97))) + (89 + ((65 - 54) - (37 + 41)))),-103,,,...
L4H16R8,depth5,((72 + ((10 + 35) + (21 + 48))) + (((80 - 57) - (25 + 48)) + ((64 - 9) + (68 - 17)))) - ((((82 + 1) + (97 + 19)) - ((73 + 86) - (68 - 43))) - (((11 - 52) - (34 - 84)) - (35 - (59 + 11)))),221,,,...
L4H16R8,depth5,((((86 - 80) + (65 + 62)) - ((94 - 81) - (90 - 50))) - ((4 + (91 - 82)) - ((10 - 52) - (43 - 17)))) - ((((67 + 96) + (37 + 85)) - ((32 + 80) - (58 + 61))) + (((6 + 63) + (32 - 10)) - ((71 + 93) + (92 + 46)))),-2,,,...
L4H16R8,depth5,((((1 - 30) + (21 + 9)) + ((8 - 23) + 77)) + (((67 + 20) - (39 - 7)) - ((62 + 74) + 55))) + ((((86 + 61) - (36 - 66)) + ((87 - 34) - (35 + 74))) + (((68 + 27) + (24 + 52)) - (54 + (52 + 87)))),26,,,...
L4H16R8,depth5,(92 + ((56 - (20 + 10)) + ((85 - 18) - (63 - 95)))) + ((((32 - 92) + 91) - ((22 - 41) + 94)) - (71 - (46 + (82 - 22)))),208,,,...
L8H16R8,depth1,52 + 98,150,,,...
L8H16R8,depth1,55 + 73,128,,,...
L8H16R8,depth1,47 + 90,137,,,...
L8H16R8,depth1,43 - 66,-23,,,...
L8H16R8,depth1,41 - 78,-37,,,...
L8H16R8,depth1,6 - 58,-52,,,...
L8H16R8,depth1,56 - 28,28,,,...
L8H16R8,depth1,68 + 56,124,,,...
L8H16R8,depth1,51 + 66,117,,,...
L8H16R8,depth1,90 + 96,186,,,...
L4H2R4,max,((((6 - 35) + (93 - 54)) + ((98 + 7) - 28)) + ((82 + (24 + 16)) - 44)) + 50,215,,,...
L4H2R4,max,(((1 + (71 + 94)) - (5 + (53 - 54))) + 4) - ((((21 - 26) + (59 - 75)) + ((17 - 53) + (42 + 1))) - ((84 - 60) - ((27 - 5) + 94))),88,,,...
L4H2R4,max,48 - ((((79 + 67) - (50 + 9)) + ((14 + 10) - 14)) - (8 + ((64 + 10) + (2 - 89)))),-54,,,...
L4H2R4,max,(7 - 84) - 52,-129,,,...
L4H2R4,max,((((54 - 99) + (70 - 42)) + ((37 - 2) + (83 + 22))) - (50 + (87 - (64 - 99)))) + 68,19,,,...
L4H2R4,max,17,17,,,...
L4H2R4,max,(((81 + (74 - 57)) + (19 - (98 - 74))) + ((0 + (11 - 52)) + 6)) + ((((97 + 18) - (73 - 4)) - ((6 + 31) - 74)) - (((39 - 61) - (99 + 62)) + ((69 + 43) + (64 - 84)))),232,,,...
L4H2R4,max,(50 - (((36 + 69) + (25 + 90)) - ((60 - 12) - (8 - 38)))) + ((((53 - 28) + 47) - ((71 + 11) + 6)) - (((96 - 35) + 69) + 72)),-310,,,...
L4H2R4,max,34 + 20,54,,,...
L4H2R4,max,((((27 - 4) - 28) - ((8 + 0) - 88)) - (((10 - 61) + (48 - 98)) + 8)) + (13 + ((56 + 49) + 97)),383,,,...
L4H2R8,depth4,(((2 - 46) + (96 + 71)) - ((11 - 37) + (7 - 62))) - (((69 + 50) - (12 + 77)) - ((75 + 78) - (27 + 60))),240,,,...
L4H2R8,depth4,((6 - (98 - 2)) - ((65 + 73) - (37 - 71))) + (((91 - 83) + (64 - 37)) - ((95 + 92) + (16 - 14))),-416,,,...
L4H2R8,depth4,(((92 - 45) + (69 + 85)) + ((57 + 67) - (88 + 91))) + (((78 + 61) + (26 - 29)) - 54),228,,,...
L4H2R8,depth4,(((46 + 94) + 27) + ((29 + 71) - (26 + 57))) - 70,114,,,...
L4H2R8,depth4,(((13 + 54) - (86 + 19)) - 48) + (((54 + 46) + (54 - 55)) - ((57 - 61) + (88 + 33))),-104,,,...
L4H2R8,depth4,(((1 + 75) + (1 - 17)) - ((11 + 80) - (52 + 50))) - (93 - ((8 + 98) + (90 - 56))),118,,,...
L4H2R8,depth4,(((38 + 7) + (27 - 64)) - ((36 + 19) + (61 - 87))) - (((89 - 43) - (62 - 87)) + ((90 - 36) - (39 + 78))),-29,,,...
L4H2R8,depth4,(((20 + 96) - (40 - 72)) - (40 - (88 - 23))) + (((23 - 84) + (99 + 85)) - ((7 - 91) - (3 + 21))),404,,,...
L4H2R8,depth4,(((68 - 53) - (84 - 68)) + ((59 - 10) - 36)) - (((78 - 49) - (60 + 69)) - ((73 + 66) + (46 - 57))),240,,,...
L4H2R8,depth4,(((57 - 6) - 49) + ((80 - 12) - 69)) - ((45 - (73 + 23)) + ((45 - 93) + (35 + 50))),15,,,...
L6H4R8,depth2,(68 - 65) + (77 - 78),2,,,...
L6H4R8,depth2,69 - (43 - 61),87,,,...
L6H4R8,depth2,(54 - 9) + (67 + 29),141,,,...
L6H4R8,depth2,(98 - 4) - (40 + 53),1,,,...
L6H4R8,depth2,44 - (1 + 67),-24,,,...
L6H4R8,depth2,(83 - 25) - (20 - 89),127,,,...
L6H4R8,depth2,(75 - 28) + (34 - 93),-12,,,...
L6H4R8,depth2,(34 + 51) + (22 + 32),139,,,...
L6H4R8,depth2,(87 - 30) - (65 - 98),90,,,...
L6H4R8,depth2,40 + (73 - 34),79,,,...
L4H16R8,max,((6 - 66) + (68 - 0)) + 0,8,,,...
L4H16R8,max,((((23 + 99) + (34 - 51)) - ((17 - 53) + (27 - 44))) - (((6 + 62) - (68 - 37)) + ((48 - 77) + (90 - 14)))) + ((((12 - 62) + (60 - 83)) + ((98 + 44) - (10 - 86))) + 87),306,,,...
L4H16R8,max,69 - (88 + 28),-47,,,...
L4H16R8,max,(((49 + 14) - ((10 + 49) + (32 - 47))) - (58 + 6)) - 54,-99,,,...
L4H16R8,max,49,49,,,...
L4H16R8,max,((77 - (52 + (19 - 35))) + (4 + ((52 - 91) + (85 - 21)))) + 14,84,,,...
L4H16R8,max,((((94 + 20) + (72 + 52)) - ((90 + 6) + (1 - 52))) + (((48 + 78) + (0 - 36)) + ((45 + 34) - (5 - 2)))) - ((47 - ((60 + 42) + 68)) + (((16 + 16) - 65) + 10)),505,,,...
L4H16R8,max,((13 - 3) - (((70 - 46) - 2) - ((34 - 69) - (67 + 55)))) + (7 - 56),-218,,,...
L4H16R8,max,78 + 2,80,,,...
L4H16R8,max,(1 - (((56 - 45) + 6) + ((21 - 49) + 70))) + (99 + (((2 + 92) + (86 + 42)) + (92 + 67))),422,,,...
L2H8R16,depth4,(((39 + 82) + (39 + 69)) + ((80 - 93) - (23 - 71))) - (((79 + 52) - (13 + 74)) + ((37 - 69) + (34 + 8))),210,,,...
L2H8R16,depth4,(((54 - 75) - (10 + 33)) - ((45 + 77) - (27 - 72))) - (((52 + 35) + (11 - 36)) + ((18 + 27) - 28)),-310,,,...
L2H8R16,depth4,(((37 + 38) + 55) + ((5 + 9) - (94 + 61))) + (((16 + 62) - (99 - 9)) + ((52 + 92) - (36 + 63))),22,,,...
L2H8R16,depth4,(((68 + 8) + (67 - 36)) + ((26 + 37) - (60 - 17))) + (((48 + 80) - (72 + 24)) - ((87 + 32) + 5)),35,,,...
L2H8R16,depth4,(((62 - 26) + (15 - 41)) - ((98 + 20) - (59 - 72))) + (((57 - 61) - (45 - 39)) + 6),-125,,,...
L2H8R16,depth4,(95 - ((32 + 48) - (59 + 31))) - (((92 - 17) - (40 - 99)) - ((28 - 48) - (60 + 37))),-146,,,...
L2H8R16,depth4,(((62 - 46) - (33 + 19)) + ((52 + 25) + (34 + 26))) - (((11 + 4) + (82 + 7)) - ((35 + 10) + (5 - 43))),4,,,...
L2H8R16,depth4,(((73 - 73) + (28 + 94)) + ((57 + 52) - (66 - 54))) - (((71 + 61) - (83 + 63)) + 29),204,,,...
L2H8R16,depth4,84 + (((40 - 8) - (83 - 58)) + ((30 - 80) + (26 - 98))),-31,,,...
L2H8R16,depth4,(((4 - 56) + (64 + 91)) - ((81 + 54) + (20 + 23))) - (((12 - 59) + (14 - 68)) + ((39 + 78) + (45 - 71))),-65,,,...
L8H4R16,depth3,((4 + 92) + (81 + 24)) + ((94 + 4) + (49 + 81)),429,,,...
L8H4R16,depth3,((39 - 77) - (38 + 9)) + ((19 - 51) - 99),-216,,,...
L8H4R16,depth3,((95 + 90) - 36) + ((12 - 68) - (53 + 36)),4,,,...
L8H4R16,depth3,((68 - 6) + (93 + 56)) + ((60 + 84) + (25 + 45)),425,,,...
L8H4R16,depth3,((34 + 68) - (52 + 82)) + 44,12,,,...
L8H4R16,depth3,((39 - 93) - (81 - 24)) - ((41 + 45) - (54 + 6)),-137,,,...
L8H4R16,depth3,((44 - 13) - (10 - 4)) - (45 + (15 + 60)),-95,,,...
L8H4R16,depth3,((17 - 52) - 22) - 43,-100,,,...
L8H4R16,depth3,((63 - 48) + (70 + 76)) + ((17 - 36) - (55 + 74)),13,,,...
L8H4R16,depth3,((13 + 87) - 40) - (77 - (93 - 56)),20,,,...
L8H2R16,depth3,((56 - 82) + (77 - 38)) + ((23 + 29) - (59 - 18)),24,,,...
L8H2R16,depth3,((76 + 64) + 42) - ((37 - 31) - (72 - 25)),223,,,...
L8H2R16,depth3,((83 + 48) - (89 - 3)) + ((26 + 90) + 99),260,,,...
L8H2R16,depth3,((99 + 53) - (8 + 47)) - ((66 + 78) + (41 - 42)),-46,,,...
L8H2R16,depth3,((76 + 25) - (98 + 7)) - ((91 + 74) + (17 - 22)),-164,,,...
L8H2R16,depth3,2 + ((63 - 41) + (53 - 98)),-21,,,...
L8H2R16,depth3,((67 - 61) + (84 - 82)) - ((13 + 16) - (39 - 68)),-50,,,...
L8H2R16,depth3,(41 + (24 + 7)) - ((10 + 74) + (6 + 73)),-91,,,...
L8H2R16,depth3,((23 - 62) - (89 - 81)) + ((72 + 50) + (49 - 28)),96,,,...
L8H2R16,depth3,((49 - 20) - (10 + 62)) - ((7 - 87) + (7 + 38)),-8,,,...
L6H8R32,depth5,((((51 - 9) - (9 - 56)) - 7) + (((7 - 57) + (57 - 47)) - ((99 - 23) - (21 - 8)))) + ((56 + (93 + (66 + 61))) - (((21 + 46) + (25 + 24)) + ((81 + 7) + (80 - 56)))),27,,,...
L6H8R32,depth5,(((37 - (11 - 20)) + 2) - (((53 - 88) - (48 - 50)) - ((64 - 11) - (75 - 67)))) - (((96 + (98 + 37)) + ((5 - 69) + (6 + 77))) + (((73 + 50) + 54) - ((64 + 34) - (9 - 80)))),-132,,,...
L6H8R32,depth5,((((51 - 87) + (16 - 63)) - ((73 - 66) - (40 - 84))) - 80) - ((((72 - 28) - (96 + 94)) - ((83 - 66) + (13 + 7))) + (((93 - 60) - (70 - 94)) - ((79 - 76) + (59 + 41)))),15,,,...
L6H8R32,depth5,((((45 - 13) - (11 - 33)) - ((37 + 64) + (2 - 47))) - (((59 + 18) - (50 + 97)) + 75)) + ((((89 - 4) - (65 + 67)) + ((51 - 60) - (62 - 56))) + ((89 + (79 - 98)) + ((7 - 9) - (19 + 90)))),-110,,,...
L6H8R32,depth5,((((18 + 81) + (36 - 93)) + (74 - (22 - 80))) + (((52 - 65) - (40 - 33)) - ((91 + 25) - (53 - 44)))) + (33 + (((91 + 90) + (37 - 14)) + ((25 - 72) + (58 - 70)))),225,,,...
L6H8R32,depth5,((((87 - 60) - (19 - 83)) - ((20 + 0) + (9 - 62))) + (79 - ((11 - 96) + (55 + 18)))) + (46 - (((73 + 79) + (62 - 49)) - ((48 - 88) + 67))),123,,,...
L6H8R32,depth5,(41 - (((0 - 88) - (24 - 86)) + ((91 - 61) + (56 + 70)))) - ((((49 + 68) - (39 - 24)) - ((94 - 78) - (94 - 11))) - (((66 - 4) - 86) + (71 + (8 - 88)))),-291,,,...
L6H8R32,depth5,((((90 + 54) + (68 + 20)) - ((33 + 93) + (63 + 88))) - (((0 - 31) - (42 + 73)) - ((83 - 13) - (47 - 84)))) - 58,150,,,...
L6H8R32,depth5,((((49 - 79) - (90 - 42)) + ((82 - 38) + (68 - 67))) - (((45 - 9) - (94 - 76)) + ((64 + 35) + (21 - 5)))) + ((((28 + 92) + (34 - 99)) + 75) + (54 + ((20 - 94) - (22 - 41)))),-37,,,...
L6H8R32,depth5,((((38 - 28) + (38 - 3)) - ((12 + 50) - 74)) + (((49 - 28) + (36 - 52)) - ((55 - 16) - (2 + 19)))) + ((((17 - 17) - (52 - 9)) - ((64 + 90) - (8 - 43))) + (((10 + 42) - (8 - 13)) - ((61 - 39) - (2 - 27)))),-178,,,...
L4H2R16,depth5,(((7 + (26 - 23)) + ((79 + 72) + (61 + 95))) + (((78 - 99) - (68 + 0)) - ((80 - 80) + (60 + 31)))) - ((((17 + 2) + (64 - 73)) + ((13 - 20) + (11 + 25))) - ((53 - (52 + 83)) - 39)),-23,,,...
L4H2R16,depth5,((((43 - 0) - (50 + 71)) - ((80 + 14) - (14 + 71))) - (((19 + 33) - (72 - 0)) - ((92 - 56) - (81 + 15)))) + ((((72 - 20) + (74 - 77)) + ((6 + 93) - 60)) + 61),22,,,...
L4H2R16,depth5,((((13 - 76) + (81 - 80)) + 46) + (((62 - 80) - (28 + 60)) - ((75 + 43) + (2 + 72)))) + ((((60 - 78) - (80 + 48)) + ((36 + 73) - 76)) - 55),-482,,,...
L4H2R16,depth5,((93 - ((33 + 88) + (17 + 79))) - (((27 - 24) + (84 - 15)) + ((14 + 11) - (66 - 62)))) + ((32 + ((88 + 79) + 18)) - (((47 - 29) - (37 - 14)) - 64)),69,,,...
L4H2R16,depth5,((99 - ((30 - 80) + (77 - 21))) + (((33 + 10) + (18 - 67)) + (89 + (64 - 55)))) - ((((55 + 54) + 4) + ((0 + 48) - (35 + 80))) + (((19 + 14) + (59 + 60)) + ((8 - 4) + (38 + 68)))),-123,,,...
L4H2R16,depth5,((43 + ((52 + 8) - (3 + 73))) + ((70 + (0 - 57)) + ((24 + 78) + (14 - 46)))) + ((((46 + 82) + (24 + 80)) + ((70 + 85) - (32 + 99))) - (((28 + 19) - (27 - 96)) - ((13 - 16) + (99 - 20)))),326,,,...
L4H2R16,depth5,((((19 + 67) + (95 + 98)) + 18) + (((66 + 54) + (46 - 96)) - ((70 + 90) - (92 - 71)))) + ((((3 - 13) - (57 + 85)) - ((74 - 93) + (86 - 58))) - (((90 - 58) - (22 - 56)) + (87 + (61 + 45)))),-192,,,...
L4H2R16,depth5,((((95 + 86) + (27 - 94)) + ((30 - 19) - (94 - 19))) - (((58 - 53) + (53 + 21)) - (81 - (69 + 52)))) + ((((77 - 26) - (0 + 20)) + ((57 + 84) + (15 - 87))) - ((94 - (14 - 88)) - ((7 - 63) - (17 + 85)))),-295,,,...
L4H2R16,depth5,((((91 - 87) + (27 - 0)) + ((60 - 99) - (68 + 55))) - 64) - ((43 - ((52 + 70) + (11 - 61))) + (((9 + 99) + (33 + 97)) - ((20 + 21) - (72 + 21)))),-456,,,...
L4H2R16,depth5,((((96 + 88) - (44 - 70)) - ((1 + 1) + (89 + 83))) - (((67 - 58) - (22 - 2)) - ((26 + 13) + 76))) - ((((18 + 58) + (26 - 33)) - ((21 + 83) - (45 - 83))) - (((85 + 48) - 91) - ((70 - 44) - (97 - 10)))),338,,,...
L2H2R16,depth3,((0 - 89) + (43 - 68)) - ((0 + 0) - 41),-73,,,...
L2H2R16,depth3,(79 - (66 + 16)) + ((94 - 56) - (88 - 49)),-4,,,...
L2H2R16,depth3,((47 + 84) - (75 - 3)) + 85,144,,,...
L2H2R16,depth3,(13 + (77 + 18)) + ((3 - 45) + (22 + 11)),99,,,...
L2H2R16,depth3,((13 + 80) - (98 + 32)) - (76 + (27 + 5)),-145,,,...
L2H2R16,depth3,85 - (53 + (39 - 96)),89,,,...
L2H2R16,depth3,((86 - 41) + (30 + 19)) - ((32 - 19) + (66 - 82)),97,,,...
L2H2R16,depth3,44 + ((62 + 17) + (66 - 74)),115,,,...
L2H2R16,depth3,((9 - 86) - 64) - 19,-160,,,...
L2H2R16,depth3,((58 - 90) - (33 + 76)) - ((22 - 72) + (97 + 19)),-207,,,...
L8H8R4,depth3,((41 - 46) + 30) + ((4 - 84) - (40 + 60)),-155,,,...
L8H8R4,depth3,(92 - (55 + 49)) + ((56 + 63) - 35),72,,,...
L8H8R4,depth3,((50 - 15) + (1 + 46)) - ((6 - 93) + (0 - 24)),193,,,...
L8H8R4,depth3,((90 - 12) + (25 - 87)) + 21,37,,,...
L8H8R4,depth3,((75 - 86) - (1 + 69)) + ((41 + 73) - (24 + 57)),-48,,,...
L8H8R4,depth3,((77 + 3) + (86 - 83)) + ((34 - 65) - (55 + 77)),-80,,,...
